500000000	25.5
500000000	25.5
500000000	25.5
500000000	25.5
500000000	30.1
500000000	30.1
500000000	30.1
500000000	30.1
500000000	85.0
500000000	85.0
500000000	85.0
500000000	85.0
500000000	95.5
500000000	95.5
500000000	40.2
500000000	40.2
500000000	40.2
500000000	40.2
500000000	40.2
500000000	40.2
250000000	45.7
250000000	45.7
250000000	45.7
250000000	45.7
250000000	45.7
250000000	45.7
250000000	45.7
250000000	45.7
250000000	50.0
250000000	50.0
250000000	50.0
250000000	50.0
250000000	50.0
250000000	50.0
250000000	50.0
1000000000	22.3
1000000000	22.3
1000000000	22.3
1000000000	22.3
1000000000	22.3
1000000000	22.3
1000000000	22.3
